Date reported,Generation,Group,Subgroup,Number of errors,Special training
1942,16,Trained,Trained,19,0
1942,16,Trained,Trained,21,0
1942,16,Trained,Trained,22,0
1942,16,Trained,Trained,22,0
1942,16,Trained,Trained,22,0
1942,16,Trained,Trained,22,0
1942,16,Trained,Trained,23,0
1942,16,Trained,Trained,24,0
1942,16,Trained,Trained,25,0
1942,16,Trained,Trained,27,0
1942,16,Trained,Trained,27,0
1942,16,Trained,Trained,31,0
1942,16,Trained,Trained,32,0
1942,16,Trained,Trained,36,0
1942,16,Trained,Trained,36,0
1942,16,Trained,Trained,39,0
1942,16,Trained,Trained,41,0
1942,16,Trained,Trained,44,0
1942,16,Trained,Trained,70,0
1942,16,Trained,Trained,151,1
1942,16,Trained,Trained,151,1
1942,16,Control,Control,2,0
1942,16,Control,Control,2,0
1942,16,Control,Control,2,0
1942,16,Control,Control,4,0
1942,16,Control,Control,5,0
1942,16,Control,Control,5,0
1942,16,Control,Control,6,0
1942,16,Control,Control,6,0
1942,16,Control,Control,6,0
1942,16,Control,Control,7,0
1942,16,Control,Control,7,0
1942,16,Control,Control,9,0
1942,16,Control,Control,9,0
1942,16,Control,Control,9,0
1942,16,Control,Control,9,0
1942,16,Control,Control,10,0
1942,16,Control,Control,10,0
1942,16,Control,Control,10,0
1942,16,Control,Control,12,0
1942,16,Control,Control,12,0
1942,16,Control,Control,13,0
1942,16,Control,Control,13,0
1942,16,Control,Control,14,0
1942,16,Control,Control,15,0
1942,16,Control,Control,17,0
1942,16,Control,Control,17,0
1942,16,Control,Control,17,0
1942,16,Control,Control,18,0
1942,16,Control,Control,18,0
1942,16,Control,Control,19,0
1942,16,Control,Control,21,0
1942,16,Control,Control,21,0
1942,16,Control,Control,23,0
1942,16,Control,Control,25,0
1942,16,Control,Control,25,0
1942,16,Control,Control,25,0
1942,16,Control,Control,26,0
1942,16,Control,Control,26,0
1942,16,Control,Control,26,0
1942,16,Control,Control,28,0
1942,16,Control,Control,30,0
1942,16,Control,Control,30,0
1942,16,Control,Control,33,0
1942,16,Control,Control,34,0
1942,16,Control,Control,38,0
1942,16,Control,Control,61,0
1942,16,Control,Control,67,0
1942,16,Control,Control,95,0
1942,16,Control,Control,106,0
1942,16,Control,Control,131,0
1942,17,Trained,Trained,0,0
1942,17,Trained,Trained,0,0
1942,17,Trained,Trained,1,0
1942,17,Trained,Trained,1,0
1942,17,Trained,Trained,2,0
1942,17,Trained,Trained,2,0
1942,17,Trained,Trained,2,0
1942,17,Trained,Trained,2,0
1942,17,Trained,Trained,3,0
1942,17,Trained,Trained,3,0
1942,17,Trained,Trained,4,0
1942,17,Trained,Trained,4,0
1942,17,Trained,Trained,4,0
1942,17,Trained,Trained,5,0
1942,17,Trained,Trained,6,0
1942,17,Trained,Trained,7,0
1942,17,Trained,Trained,7,0
1942,17,Trained,Trained,7,0
1942,17,Trained,Trained,8,0
1942,17,Trained,Trained,9,0
1942,17,Trained,Trained,10,0
1942,17,Trained,Trained,10,0
1942,17,Trained,Trained,10,0
1942,17,Trained,Trained,11,0
1942,17,Trained,Trained,11,0
1942,17,Trained,Trained,11,0
1942,17,Trained,Trained,12,0
1942,17,Trained,Trained,13,0
1942,17,Trained,Trained,14,0
1942,17,Trained,Trained,14,0
1942,17,Trained,Trained,15,0
1942,17,Trained,Trained,15,0
1942,17,Trained,Trained,16,0
1942,17,Trained,Trained,16,0
1942,17,Trained,Trained,16,0
1942,17,Trained,Trained,17,0
1942,17,Trained,Trained,18,0
1942,17,Trained,Trained,18,0
1942,17,Trained,Trained,19,0
1942,17,Trained,Trained,19,0
1942,17,Trained,Trained,19,0
1942,17,Trained,Trained,20,0
1942,17,Trained,Trained,20,0
1942,17,Trained,Trained,21,0
1942,17,Trained,Trained,21,0
1942,17,Trained,Trained,21,0
1942,17,Trained,Trained,22,0
1942,17,Trained,Trained,22,0
1942,17,Trained,Trained,22,0
1942,17,Trained,Trained,22,0
1942,17,Trained,Trained,23,0
1942,17,Trained,Trained,23,0
1942,17,Trained,Trained,24,0
1942,17,Trained,Trained,27,0
1942,17,Trained,Trained,28,0
1942,17,Trained,Trained,28,0
1942,17,Trained,Trained,28,0
1942,17,Trained,Trained,29,0
1942,17,Trained,Trained,30,0
1942,17,Trained,Trained,30,0
1942,17,Trained,Trained,30,0
1942,17,Trained,Trained,31,0
1942,17,Trained,Trained,31,0
1942,17,Trained,Trained,32,0
1942,17,Trained,Trained,34,0
1942,17,Trained,Trained,34,0
1942,17,Trained,Trained,34,0
1942,17,Trained,Trained,35,0
1942,17,Trained,Trained,37,0
1942,17,Trained,Trained,38,0
1942,17,Trained,Trained,39,0
1942,17,Trained,Trained,44,0
1942,17,Trained,Trained,46,0
1942,17,Trained,Trained,51,0
1942,17,Trained,Trained,52,0
1942,17,Trained,Trained,53,0
1942,17,Trained,Trained,57,0
1942,17,Trained,Trained,86,0
1942,17,Trained,Trained,107,0
1942,17,Trained,Trained,151,1
1942,17,Control,Control,1,0
1942,17,Control,Control,2,0
1942,17,Control,Control,2,0
1942,17,Control,Control,3,0
1942,17,Control,Control,4,0
1942,17,Control,Control,4,0
1942,17,Control,Control,4,0
1942,17,Control,Control,4,0
1942,17,Control,Control,7,0
1942,17,Control,Control,8,0
1942,17,Control,Control,8,0
1942,17,Control,Control,9,0
1942,17,Control,Control,10,0
1942,17,Control,Control,10,0
1942,17,Control,Control,11,0
1942,17,Control,Control,11,0
1942,17,Control,Control,12,0
1942,17,Control,Control,14,0
1942,17,Control,Control,14,0
1942,17,Control,Control,14,0
1942,17,Control,Control,15,0
1942,17,Control,Control,15,0
1942,17,Control,Control,17,0
1942,17,Control,Control,17,0
1942,17,Control,Control,18,0
1942,17,Control,Control,18,0
1942,17,Control,Control,20,0
1942,17,Control,Control,23,0
1942,17,Control,Control,24,0
1942,17,Control,Control,24,0
1942,17,Control,Control,25,0
1942,17,Control,Control,26,0
1942,17,Control,Control,28,0
1942,17,Control,Control,29,0
1942,17,Control,Control,29,0
1942,17,Control,Control,34,0
1942,17,Control,Control,34,0
1942,17,Control,Control,36,0
1942,17,Control,Control,36,0
1942,17,Control,Control,40,0
1942,17,Control,Control,40,0
1942,17,Control,Control,41,0
1942,17,Control,Control,42,0
1942,17,Control,Control,42,0
1942,17,Control,Control,102,0
1942,17,Control,Control,152,0
1942,17,Control,Control,151,1
1942,17,Control,Control,151,1
1942,17,Control,Control,151,1
1942,17,Control,Control,151,1
1942,18,Trained,Trained,0,0
1942,18,Trained,Trained,6,0
1942,18,Trained,Trained,8,0
1942,18,Trained,Trained,9,0
1942,18,Trained,Trained,12,0
1942,18,Trained,Trained,14,0
1942,18,Trained,Trained,15,0
1942,18,Trained,Trained,15,0
1942,18,Trained,Trained,16,0
1942,18,Trained,Trained,17,0
1942,18,Trained,Trained,17,0
1942,18,Trained,Trained,18,0
1942,18,Trained,Trained,19,0
1942,18,Trained,Trained,20,0
1942,18,Trained,Trained,20,0
1942,18,Trained,Trained,21,0
1942,18,Trained,Trained,21,0
1942,18,Trained,Trained,22,0
1942,18,Trained,Trained,23,0
1942,18,Trained,Trained,23,0
1942,18,Trained,Trained,24,0
1942,18,Trained,Trained,26,0
1942,18,Trained,Trained,27,0
1942,18,Trained,Trained,27,0
1942,18,Trained,Trained,27,0
1942,18,Trained,Trained,28,0
1942,18,Trained,Trained,28,0
1942,18,Trained,Trained,29,0
1942,18,Trained,Trained,30,0
1942,18,Trained,Trained,30,0
1942,18,Trained,Trained,33,0
1942,18,Trained,Trained,33,0
1942,18,Trained,Trained,34,0
1942,18,Trained,Trained,34,0
1942,18,Trained,Trained,36,0
1942,18,Trained,Trained,36,0
1942,18,Trained,Trained,37,0
1942,18,Trained,Trained,39,0
1942,18,Trained,Trained,40,0
1942,18,Trained,Trained,40,0
1942,18,Trained,Trained,41,0
1942,18,Trained,Trained,41,0
1942,18,Trained,Trained,42,0
1942,18,Trained,Trained,42,0
1942,18,Trained,Trained,46,0
1942,18,Trained,Trained,51,0
1942,18,Trained,Trained,54,0
1942,18,Trained,Trained,94,0
1942,18,Trained,Trained,151,1
1942,18,Trained,Trained,151,1
1942,18,Control,Control,3,0
1942,18,Control,Control,4,0
1942,18,Control,Control,6,0
1942,18,Control,Control,8,0
1942,18,Control,Control,9,0
1942,18,Control,Control,9,0
1942,18,Control,Control,10,0
1942,18,Control,Control,14,0
1942,18,Control,Control,14,0
1942,18,Control,Control,16,0
1942,18,Control,Control,16,0
1942,18,Control,Control,17,0
1942,18,Control,Control,18,0
1942,18,Control,Control,18,0
1942,18,Control,Control,19,0
1942,18,Control,Control,20,0
1942,18,Control,Control,21,0
1942,18,Control,Control,22,0
1942,18,Control,Control,24,0
1942,18,Control,Control,25,0
1942,18,Control,Control,25,0
1942,18,Control,Control,25,0
1942,18,Control,Control,25,0
1942,18,Control,Control,28,0
1942,18,Control,Control,29,0
1942,18,Control,Control,30,0
1942,18,Control,Control,33,0
1942,18,Control,Control,33,0
1942,18,Control,Control,34,0
1942,18,Control,Control,34,0
1942,18,Control,Control,34,0
1942,18,Control,Control,35,0
1942,18,Control,Control,37,0
1942,18,Control,Control,39,0
1942,18,Control,Control,40,0
1942,18,Control,Control,43,0
1942,18,Control,Control,51,0
1942,18,Control,Control,60,0
1942,18,Control,Control,80,0
1942,18,Control,Control,90,0
1942,18,Control,Control,111,0
1942,18,Control,Control,125,0
1942,18,Control,Control,151,1
1942,18,Control,Control,151,1
1942,18,Control,Control,151,1
1942,18,Control,Control,151,1
1942,18,Control,Control,151,1
1942,18,Control,Control,151,1
1942,18,Control,Control,151,1
1942,18,Control,Control,151,1
1942,19,Trained,Trained,0,0
1942,19,Trained,Trained,1,0
1942,19,Trained,Trained,1,0
1942,19,Trained,Trained,2,0
1942,19,Trained,Trained,2,0
1942,19,Trained,Trained,3,0
1942,19,Trained,Trained,5,0
1942,19,Trained,Trained,5,0
1942,19,Trained,Trained,5,0
1942,19,Trained,Trained,7,0
1942,19,Trained,Trained,8,0
1942,19,Trained,Trained,9,0
1942,19,Trained,Trained,10,0
1942,19,Trained,Trained,13,0
1942,19,Trained,Trained,13,0
1942,19,Trained,Trained,13,0
1942,19,Trained,Trained,16,0
1942,19,Trained,Trained,17,0
1942,19,Trained,Trained,17,0
1942,19,Trained,Trained,18,0
1942,19,Trained,Trained,18,0
1942,19,Trained,Trained,19,0
1942,19,Trained,Trained,19,0
1942,19,Trained,Trained,20,0
1942,19,Trained,Trained,21,0
1942,19,Trained,Trained,21,0
1942,19,Trained,Trained,21,0
1942,19,Trained,Trained,22,0
1942,19,Trained,Trained,23,0
1942,19,Trained,Trained,23,0
1942,19,Trained,Trained,23,0
1942,19,Trained,Trained,23,0
1942,19,Trained,Trained,24,0
1942,19,Trained,Trained,24,0
1942,19,Trained,Trained,26,0
1942,19,Trained,Trained,26,0
1942,19,Trained,Trained,27,0
1942,19,Trained,Trained,28,0
1942,19,Trained,Trained,28,0
1942,19,Trained,Trained,28,0
1942,19,Trained,Trained,29,0
1942,19,Trained,Trained,29,0
1942,19,Trained,Trained,31,0
1942,19,Trained,Trained,31,0
1942,19,Trained,Trained,35,0
1942,19,Trained,Trained,40,0
1942,19,Trained,Trained,43,0
1942,19,Trained,Trained,44,0
1942,19,Trained,Trained,51,0
1942,19,Trained,Trained,151,1
1942,19,Control,Control,1,0
1942,19,Control,Control,2,0
1942,19,Control,Control,2,0
1942,19,Control,Control,2,0
1942,19,Control,Control,5,0
1942,19,Control,Control,6,0
1942,19,Control,Control,6,0
1942,19,Control,Control,6,0
1942,19,Control,Control,6,0
1942,19,Control,Control,7,0
1942,19,Control,Control,8,0
1942,19,Control,Control,9,0
1942,19,Control,Control,10,0
1942,19,Control,Control,10,0
1942,19,Control,Control,10,0
1942,19,Control,Control,11,0
1942,19,Control,Control,11,0
1942,19,Control,Control,11,0
1942,19,Control,Control,13,0
1942,19,Control,Control,13,0
1942,19,Control,Control,15,0
1942,19,Control,Control,16,0
